Content,Author,Date Created,Last Changed
başarılı bir kişi. ama sonuç değişmez. bu kişiler de futbolcu gibi. parasına bakarlar … merkez bankası bağımsız olmadığı sürece hiç bir anlamı yok,abdulhakim,02.06.2023 22:57,null
"2. tur öncesi merkez bankası döviz ve altın talebini kısmak için aldığı kararla nakit avansı bankalara kapattırmıştı. 2 gün sonra ne olduysa aynı merkez bankası bu kararı iptal etti. çünkü seçim öncesi iktidara oy kaybettireceği kesindi. şimdi bakıyorum burda polyannalar toplaşmış, hanfendinin kariyerinden dem vuruyorlar. bir gülme tutmuyor değil :)",losername,02.06.2023 23:09,null
bıyık bırakmaya başlamıştır.,zllictbl dat,02.06.2023 23:13,null
"bir kaç ay sonra istanbul sanayi odası toplantısında ""alma abi, alma"" diyecek kişi.",comboatar,02.06.2023 23:15,null
büyük sözlük ekonomistlerinden vize alamamış hanımefendi. vah vah.ödünüz kopuyor dimi ülkede iyi şeyler de olacak diye. gülünç pezevenkler.,muhlama,02.06.2023 23:20,null
boş yapma kraliçesi.milyon dolarları götürür bir bok da yapamaz,alpha fucks beta sucks,02.06.2023 23:21,null
gözlerinden ışık çıkarabiliyorsa ben okeyim.,heao,02.06.2023 23:25,null
"merkez bankası'nın başına kimin geçeceği ya da ekonomi bakanının kim olacağı önemli değil, bunların tarafsız, baskısız, makul politikalarla yönetip yönetemeyeceği, tayyip erdoğan'ın düşünce yapısı veya fikirlerine göre mi ekonomiyi yönetecekleri önemli. ya da erdoğan'a aksi bir karar verirlerse o görevde kalıp kalamayacakları mesele.keşke liyakat sahibi iş bilen insanlar ekonomiyi yönetse de enflasyon düşse, üretim artsa, dış açık kapansa hepimiz için mükemmel olur ama buna olan inancımız yok.",tspark98,02.06.2023 23:27,null
hande fırat'a benziyor.,entelsiz dantel,02.06.2023 23:30,null
"kapin tuzluklari kosun yarrak var. akp zihniyeti yukselen kuru baskilamak icin yine goz boyama islerine girismis, isleri gucleri algi olan, yalan dolan olan bu orgutten haaaaalaaaaaaaa mantikli adimlar bekleyenler var. vitrine koyacaklar bu ablayi, yapilmasi gerekenleri 6 yasindaki cocuk bile biliyor ancak bu saatten sonra tum dunya birlesse kurtaramaz bizi.",sikimde degil,02.06.2023 23:33,null
türkiye cumhuriyet merkez bankası başkanı olarak atanmış kişidir.şimdiye kadar bu görevde bulunmuş bir çok kişiden daha liyakatli olduğunu düşünüyorum. merkez bankası bağımsızlığı konusunda ısrarcı olup gerçekten piyasa beklenti ve taleplerini gözeterek gerçekçi hedeflere ulaşmayı amaçlarsa başarılı olarak anılacaktır. ancak şimdiye kadar gelenler gibi bir kişinin ağzına bakarak hareket edecekse şimdiden geçmiş olsun. ekşisözlük hiç bir boku beğenmeme timi yine iş başında. bir kişiyi de tebrik edin la! helal olsun diyin. kadın gitmiş amerikalarda işini icra etmiş alnının akıyla çok büyük sorumluluklar altından kalkmış kariyerini yakmak pahasına şu olumsuz şartlarda ülkesine faydasını olacağını düşünerek elini taşın altına koymuş. başarılı olmasını tüm halkımız için istiyor ve temenni ediyorum. yolun açık olsun güzel insan.,kyhnbrkn,09.06.2023 10:32,null
(bkz: merkez bankası başkanının bopçu olması),anani siken kadi,09.06.2023 10:35,null
(bkz: müstemleke valisi),heecnormal,09.06.2023 11:03,null
elazığlı. öğretmen çocuğu. bankası batmış ceo.,masum keci,09.06.2023 11:03,null
kedi gibi bakıyor.,faker1,09.06.2023 11:03,null
"enron’un batış hikayesinin konu edildiği filmde acilen yükseltilip ceo yapılan bir gariban karakter vardı, adam ne olduğunu anlamaya çalışırken, daha koltuğa oturmadan şirket iflas ediyordu, ve bütün medya, yeni ceo’dan demeç bekliyordu. bana bu senaryonun gerçek hayattaki izdüşümünü hatırlattı bu atama. bir insan çok genç yaşta haketmediği konumlara itilerek getiriliyorsa, bunun tek bir sebebi vardır,normal şartlarda o pozisyonu hakeden hiç bir insanın atmayacağı şeylerin altına imza atmayı önceden taahhüt etmesi.bu kadar.bence kötü atama.",i dont give a fuck about the world,09.06.2023 11:12,null
1 sene sonra: kiz midir kadin midir belli degil bunlar ne anlasin ekonomiden,desunoto,09.06.2023 11:13,null
konunun kendisiyle alakası olmadığı için pek bir farklılık yaratacağını düşünmediğim yeni merkez bankası başkanı. umarım haksız çıkarım ve bir fark yaratır.yeni görevinde başarılar.,superficial philosopher,09.06.2023 11:14,null
bazen bir şeyin olması başka bir şeyin olmaması anlamına geliyor. rte'nin olması dolara yer bırakmıyor. rte olduğu sürece kimse dolarını getirmez. tl basıp piyasadan dolar toplayamazsın. tl değerlenmeli bu da arkasındaki takımla ilgili. %50-60 faize ve piyasanın tamamen durmasına hazır olun.,havluterlik,09.06.2023 11:15,null
"her ne kadar yaşı ve batık bankanın ceo'su görevi dolayısıyla yetersizliği konusunda eleştiriler olsa da kibritçiden daha kötü olmayacağını düşündüğüm merkez bankasının ilk kadın başkanı. güzel bir eğitim almış, genç yaşında koca bankanın başına geçmiş, batık olması hiçbir şey ifade etmez zira bankaların ceo hataları ile batmayacağını bilmeyecek kadar salak değilim. ben başarılı olacağını düşünüyorum. hani diyorduk ya yardımcı olmamız lazım diye? hah işte bu kıza yardımcı olmamız gerekiyor aslında. eleştirileri biraz daha destekleyici ve motive edici yapmakta fayda var.",woodgreen,09.06.2023 11:15,null
"iki ihtimal var:1. 1, 2 ay içerisinde görevden alınacak.2. faizleri artıracak. erdoğan da kamera karşısına geçip ""dış güçler bizi buna mecbur bıraktı. ümmeti muhammedi faizden kurtaracaktık ama hepsi üstümüze geldi. şimdilik böyle yapıyoruz ama zamanla daha da güçlenip düşüreceğiz faizleri. siz de bu kapitalistlere cevabı en ağır şekilde vermek için faizli işlerden uzak durun."" diyecek.",cavatage,09.06.2023 17:20,null
"devir teslimde kavcıoğlu'na ""ülkemiz ve merkez bankası çalışanları adına desteğinizi, emeklerinizi ve hizmetlerinizi minnetle hatırlayacağımı bilmenizi isterim"" demiş. reis merkez bankası başkanlığı için çok uygun birini bulmuşa benziyor. kavcıoğlu'nu biz de minnetle hatırlayacağız. gaye hanım, siz de yeni görevinize hoş geldiniz. ilk günden her kabın şeklini alma konusunda yetenekli olduğunuzu gösterdiniz.",rodolphe,09.06.2023 17:21,18:42
(bkz: galata bankerleri)(bkz: türkiye birleşik devletleri/#125346189),pseudologia fantastica,09.06.2023 17:26,12.06.2023 08:58
"yeni merkez bankası başkanı.istihbaratın başına ibrahim kalın,maliye bakanlığına mehmet şimşek,merkez bankasına da bu kadın getirildi.ülkeyi komple abd'nin üzerine yapsak ancak bu kadar olurdu. chp yapmış olsa vatan haini diyecekler ise elleri kızarıncaya kadar alkışlıyor şu anda. işte bu iktidarın başarısının sırrı bu çelişkiyi yaratabiliyor oluşudur.edit: “bu kadın” derken yanlış anlaşılmasın, kendisinin kariyeri dudak uçuklatıyor, şapka çıkartıyor.",quazar,09.06.2023 17:28,17:31
"amerika'da banka batırması üzerine;“bir insan bir işi nasıl yapıyorsa, her işini öyle yapar.”",enjoyfromthedeath,09.06.2023 17:33,null
"sihirbaz değildir, erdoğan ın elemanı olarak çalışacaktır. erdoğan döneminde ekonomide düzelme bekleyenlere de antalyadan kıbrıs'a köprüm var satabilirim.",me without my little green strawberry,09.06.2023 17:41,17:42
"""bunları yurt dışından getirdik ama malesef bunlar şöyle böyle çıktı"" temalı bir rte konuşmasının konusu olacak kişi.",kirkayakinnikivardirkirkayakin,09.06.2023 17:47,null
"bir muhalif olarak gördüğüm en önemli olaylardan bir tanesi, türkiye'de muhaliflerin liyakatli bir insanı hazmedememeleri.anlamıyorum şahsen, eleştirdiğiniz insan sizden daha liyakatli diye mi eleştiriyorsunuz ya da iktidar diye mi?eğer iktidar diye eleştiriyorsanız siz onca şeye rağmen niye iktidar olamadınız? eğer sizden daha liyakatli ise siz niye daha çok okumadınız? :)",avengernepthys,09.06.2023 17:48,null
"koskoca ülke ekonomisi vitrin süslerine kaldı, yazık.",hutku,09.06.2023 17:51,18:26
is hayatina 29 yasinda goldman sachsta managing director seviyesinden baslamis kisi. jr sr manager falan degil. hayirli isler bol gunesler.kizin basa gelince anlatabildigi tek konu staji oldu egitmden. yok galiba baskasi cunku.,morfar,09.06.2023 17:53,10.06.2023 11:02
"ak yüzsüzler ve mal muhalifler tarafından adeta bir turkish wonder woman ilan edilen kadın. cv'si öyle süper, böyle muhteşem... lan oğlum olay cv değil, aklın yolunda giden, denetim mekanizmaları çalışan, halkın hesap sorabildiği bir ülkede sıradan bir ekonomisti de getirsen merkez bankası'nı gayet güzel yönetir. bizde ise iktidarda seçimi kazanıp kıçlarını kurtarmak için ekonomiyi bile isteye batıran bir çete var. hadi aktroll'ler haram ekmeklerinin derdinde ama ""abi adamlar ekonomiyi düzeltmeye çalışıyor, destek olmamız lazım"" kafasındaki muhaliflerin kafalarını güzelce bir silmek lazım... temizlensin diye.",sananelannn,09.06.2023 13:00,null
yeni günah keçisi mi olacak yoksa kemal derviş mi olacak göreceğiz.,kokopella,09.06.2023 13:06,null
bir gece ansızın görevden alınmasa bari.,antinguntin,09.06.2023 13:15,null
"merkez bankası ilk toplantısında, %80 ingilizce %20 türkçe konuşarak bir şeyler isteyince, toplantıdaki badem bıyıklı imam hatip mezunu abilerin kadının suratına bön bön bakacağı, bu ne diyor amk diyeceği kadındır",ademogluateist,09.06.2023 13:28,null
en geç eylül gibi mehmet şimşek ile birlikte giderler.,kartacali makedo,09.06.2023 13:32,null
"başlayalım 1982 istanbul doğumlu, her zamanki gibi ekipten ( ne ekibi derseniz deyin buna; ister cemaat, ister ırk, ümmet, millet, kült, tarikat, örgüt,yol, ülkü, kadro, organizasyon, konsey vs vs vs.) olmayana ekmek yok düsturundan mütevellit; ekipçi (!) yusuf bozkurt özal in yeğeni, boğaziçi endüstri muhendisligi (her işi yapıp bir b.ktan anlamayan- jack of all trades but master of none) 1. si, bir proje sayesinde (bkz: #8082971) usa yolcusu olan, doktorasını finans mühendisliğinden yana kullanip princeton tarihinde doktorayı 1 yılda tamamlayan (!) , 2014lere kadar goldman sachs a kazık çakıp maddiyata aşan, sonra 2015 lerde istasyon değiştirip marsa doğru gitme hedefine yaklaşırken fırst republic banka https://www.hurriyet.com.tr/…-baskani-oldu-40455295 transfer olup oralarda bazı alt birimlerde başkanlık yapan, ""her bankanın başarısının ardında mükemmel bir yolsuzluk vardır"" amerikan atasözünün figüranlığını yapan https://m.youtube.com/watch?v=atyps_w7oqq , sonrasında greystonta oynayan https://www.greystone.com/…afize-gaye-erkan-as-ceo/ , 1 yıl bile olmadan müthiş türk kasasına getirilen,ürkütücü hem de çok ürkütücu boyutta başarıya sahip, mehmet şimsegin tam zamaninda isler karismaya başladığında kasa ve basbakan yardimciligi sorumluluklarindan sıyırdığı dönemin başladığı 2016 dan gunumuze kadar gecen son yillarda pandemi, savaş (suriye harekatları) ekonomisi, seçim ekonomisi, kankaların savaşı (temmuz 2016) kuresel krizde yuvarlanma, damadin diktiği tüyler, ukrayna krizi, pandemi, faiz haram harcamak sevap mantiğiyla sıfırlanmış türk kasasının hesaplarını first republic te çalışırken öğrendıgi benzer yöntemlerle yeniden yazan ekipten aldığı tecrubeyle türk kasasının eski defterlerini arşive kaldırıp hatta gömüp, taptaze ve noterden tasdikli (saray) işletme defteriyle yazmaya aday bir hatun kişidir diye değerlendiriyorum. göreceğiz bakalım mehmet şimşek le gaye hatun aynı amaç için ilerlerken ve rahatına düşkün biraz da tembel olan bu milletten, özellikle memurlarından nefret ederlerken, %52yle yetkilendirildikleri milletin, 3 kuruşla idare ettiği ve bu başımızdakiler fazla kaldığında illa bizim başımıza çorap örer diye ""ak akçe karagül icindir"" atasözüne güvenip yastık altına koydukları ziynetleriyle sam amcaya neler kazandıracak, kendileri manen neler kazanacaklar? çünkü parayı aşmış kişiler ikisi de...",blackhole iceman,09.06.2023 13:33,null
"hayaller refet gürkaynak, hayatlar frc batarken kaçan hafize gaye.müs te hak!",aksi seytan,09.06.2023 13:44,null
dr. hafize gaye erkan.cumhurbaşkanı tarafındanbir erkeğin dördüncü karısı olarak.. pardon merkez bankası başkanlığına atandı.,26 subat 2019 uykumun gelmesi,09.06.2023 13:46,null
çok başarılı kariyeri olan kadın. aman nassar değmesin. *,insan haltlari,09.06.2023 13:54,null
(bkz: wonder woman)şu şekilde poz vererek dış güçlere meydan okuyacak müthiş türk kızı. görseledit: imla,domnsync,09.06.2023 14:05,14:06
"güzel bir cv'si var. belli ki çok başarılı bir hanımefendi. adeta bu iş için biçilmiş kaftan. ama kılıçdaroğlu cumhurbaşkanı olsaydı bu ülke için iyi bir seçim olabilirdi.tek adam tarafından yönetilen bir ülke için pekte bir etkisi olmayacaktır. bazı arkadaşlar akp getirdi diye eleştirmemek lazım gibisinden şeyler yazmış. biz bu duruma bir günde gelmedik. evet doğru bir seçim. ama türkiye'de bozuk bir şekilde işleyen bir çark var. ne yazık ki; ya o çarkın dişlileri arasında ezilecek, ya da dişlilerle beraber dönmeye başlayacak.benim bu ülkeyle ilgili son umut damlalarım da 28 mayıs tarihinde bitti.",ikaku,09.06.2023 17:57,null
amerikada hakkinda toplu dava açıldığı iddiası olan yeni merkez bankası başkanı. eğer iddialar doğru ise tam türk işi bir atama olmuş.,boylenickle,09.06.2023 18:20,null
herhangi bir değişiklik olmayacak bu iş kişilerle çözülmez kişilerin sistemi düzeltmesiyle olur. adalet olmadan ekonomi düzelmez özgürlük olmadan ekonomi düzelmez demokrasi olmadan ekonomi düzelmez eğitime önem vermeden ekonomi düzelmez liyakata önem vermeden ekonomi düzelmez tarıma önem vermeden ekonomi düzelmez faiz haram demekle ekonomi düzelmez bizim allah'ımız var diyerek ekonomi düzelmez bu ve buna benzer bir çok şeyi halletmeden ekonomi düzelmez. bütün bunlardan sonra o makamlara işin ehlini getirirsen ekonomi düzelir.tamam mı? anladın mı?,sserkanss,09.06.2023 18:30,18:31
umarım başarılı olur ülkem adına önemli bir sorunu çözer yurtdışı profilli insanların ülkeye vizyonunu imkan verilirse fazlasıyla yansıtacağını ve faydası olacağını düşünüyorum,freeman1987,09.06.2023 18:30,null
(bkz: shining hafize),kay adams,09.06.2023 18:30,null
(bkz: imf loan loading),se a sesss,09.06.2023 18:34,null
ablamız oldukça karakteristik yüze sahip. bir iran sanat filminde pastoral arka planlı hicret sahnesinde geride bıraktıklarının hüznünü yüzünde taşırken sahnesi olsa ödül alırdı mesela.,godel escher bach,09.06.2023 18:42,null
mehmet şimşek ile beraber berat albayrak yönetiminden olan farklarını merak ettiğimdir. yeşillendirilmeyi bekliyorum.berat da mckinsey ile takıliyordu. bunlarda da birisi ingiliz sermayesi diğeri amerikan sermayesi içerisinde yetişmiş insanlar.,gilmourungitarininteli,09.06.2023 18:43,null
çok üzülüyorum bu kadına.okuduğum kadarıyla kendini çok geliştirmiş birisi. ama sorun kişilerde değil. rejimde.ülke ekonomide bile tek adama bağlı. yarın bir gün birilerinin canı sıkılıp sözümü dinlemiyor diye kovma ihtimali çok yüksek.,mnyck,09.06.2023 19:03,null
rifkin'i ve hatta kemal derviş'i lanetleyenlerin bulup bulabildiği merkez bankası guvernörü. kendisi elbette guvernör olabilecek nitelikte birisi ama bu atama bazılarının ikiyüzlülüğünü ele veriyor.,mutlubey,09.06.2023 19:12,null
gaye hanım'in gelişi fiyatlanıyor faizler artacak diye.. ama o şahap orada durdukça güven sorunu devam eder benden söylemesi...,kerevizyon,09.06.2023 14:10,null
"boğaziçi mezunu, daha 41 yaşında, modern türk kadınını abd'de temsil eden bir insan. akp getirdi diye muhaliflikten beyni yananlar linçledi kadını ama zaten derdimiz böyle insanlar gelsin yönetime değil mi? değil mi…",notice me kouhai,09.06.2023 15:08,19:16
"1982 değil, 1979 doğumlu olan merkez bankası başkanı. gel gelelim bizim basınımız bunu bile bilmiyor. haberi bile yok.kendisi 2018 yılında, 38 yaşındayken 40 under 40 listesine girmeyi başarmıştır.",ffmvain,09.06.2023 15:19,null
