Content,Author,Date Created,Last Changed
"toki'den yetişmiş ve atama ile yükselmiş birinin, yıllardır siyasetin içinde olan, genç ve üç seçim kazanmış imamoğlu karşısında bence pek şansı yok. ancak, millet ittifakının dağılması ve chp'nin uzunca zamandır devam eden saçma sapan açıklamaları sayesinde avantajı olur.çevre ve şehircilik bakanlığı'na geldiğinde her cümlesini ""inşallah"" ile bitiyordu, sonra uyardılar herhalde bu kadar da denmez diye. retorik düzeldi, fakat seçime girecek veya aday olacak bir insanın yüzünün biraz gülmesi gerekli. hoş ben yıllarca toki'ye iş yapan firmalarda çalıştım, toki'nin mühendis-mimar kadrosu içinde bir kere gülümseyen insan görmedim. 80 yaşındaymış gibi yürüyen fatih erbakan'ı başkan adayı yapsınlar, iletişiminden kaynaklı o daha çok oy alır.",malheiros,05.01.2024 10:31,null
"vizyon, görgü ve eğitim olarak imamoğlu'ndan 5 gömlek üstün biridir. ama izmir'de kazık diksen oy verecek kitle için bu tür şeyler önemli değil.",isozher,04.01.2024 15:33,null
suratından akp akan adam. hani şöyle siyasetle zerre ilgilenmeyen biri bile tipine bakınca akp'li olduğunu 1 saniyede anlayabilir.,aboutbillions,04.01.2024 17:26,null
100 metre uzaklıktan akp li olduğu belli olan zat,may76,04.01.2024 17:28,null
adaylığı açıklanırsa ibb 5 yıl daha imamoğlu'na hayırlı olsun derim. murat kurum çok zayıf kalır ve imamoğlu bu adamı her türlü yener geçer.,kahverenk,04.01.2024 17:29,null
akp istanbul büyükşehir belediyesi başkan adayı olduğu söyleniyor. ekrem imamoğlu’nun seçim zamanı hiçbir şey yapmasına gerek kalmadı. yapılacak karalamaları bertaraf etse yeterli olacaktır. zaten tayyip’e kızgın olan muhafazakar seçmen bu badem bıyıklıya oy atmaya falan gitmez. ekrem başkan belediye meclisinde de çoğunluğu alır ve istediği hizmeti yapar. ha bir de canan ve türevlerini yanında tutmasın bence.,mnyk51,05.01.2024 02:54,23:09
ismini her duyuşumda her okuyuşumda aklıma ilk önce soba kurumunun geldiği kişi.sebepsiz yere geliyor nedenini anlamış değilim.,cozuf,05.01.2024 04:02,null
"ekrem'den de haz etmiyorum ama bu rezil herif istanbul'u kazanırsa akp, bir beş yıl daha istanbul'u ve istanbulluyu bağırta bağırta sikmeye devam edecek.",thebrother,05.01.2024 07:57,null
beklenen istanbul depremi öncesi şehri 5 sene yönetmesi elzem kişidir. bu imamoğlu ile olacak bir iş değil.,tahta tava,05.01.2024 08:00,null
"akp'nin elinde başka adam yok aslına bakılırsa,ama bakanlık yapmış birisi belediye başkanı olarak seçilme şansı düşük ,bunu daha önce gördük.ayrıca murat kurum'un seçim kazanacak bir tipi karizması yok.",nesedenyana,05.01.2024 08:15,null
"ekrem baskan bu arkadasi cig cig yer.susalim da efendisi adi gecenler arasinda tek ozelligi en emme basma tulumbalik olan bu zati aday yapsin.ahaha birazcik gercegi gorecekmisiz,tamam.obur adi gecenlerin yine bir backroundlari var, sevmesek de tevfik goksu nun, ergun turan in senelerce istanbul'da belediyeciligi var, calismalari var. bu badem biyigin nesi var.rte nin bunu aday yapacagini sanmiyorum, yaparsa cidden yaslanmis ve siyaseti okuma ozelligini coktan kaybetmis demektir.",sadece earl grey cay icen adam,05.01.2024 08:35,08:39
"hala belediye seçimlerinde imamoğlu'yla teke tek kapışacak zannedilen kişi*hdp adayı olacak, iyi parti adayı olacak, zafer partisi adayı olacak ve bu partiler hep imamoğlu'ndan yerken kendisi blok şekilde karşısında olacaktır.hatırlatırım 1994 yerel seçimlerinde rte istanbul'u sadece %25 oyla almıştı.kaynak",nutopyali,05.01.2024 13:17,null
"overrated bir kişilik. erdoğan'da bu var, kendi sevdiği adamları halkın da sevdiğini zannediyor. binali'de de aynısı olmuştu. ama kazanır mı, hiç belli olmaz, iyi parti ve dem'in adaylarına bağlı. oktrollerin son sürat imamoğlu yaladığına bakmayın, onu da kimsenin siklediği yok. belediye hariç her işle uğraşan adamı son birkaç ay siler parlatır halka kakalarız diye hesaplıyorlar, yemezler!",yandas,05.01.2024 13:19,null
ekşi'de hiç şansı yok dendiğine göre şimdiden ibb başkanlığı hayırlı olsun.,iyiyim tabi,05.01.2024 13:21,null
bıyıklı çocuk adamın kesinlikle şansı yok. imamoğlu'na hayırlı olsun.,pis fakir,05.01.2024 13:23,null
aklıma direk odun sobası geliyor ve vasatlık çağrıştırıyor.,filozofia,05.01.2024 13:23,null
"tayyip en iyi kendisini yönetebileceğini düşündüğü için onu seçmiştir, kaybedecektir.",paradoksa,05.01.2024 13:26,null
"şu fikrimde o kadar iddialıyım ki...murat kurum değil binali yıldırım'ı koysalar, ulan binali'yi bırak nebati'yi koysalar yine de seçimi kazanacaklar. istanbul ve ankara 14 mayıs gecesi tehlikeye girdi, 29 mayıs sabahı da kaybedildi. gerisi teferruat. ne mansur kurtarır bu saatten sonra ne ekrem. ikisi de meral akşener'in çağrısına cevap vermedikleri gün siyasi çöp oldular. hiçbir şansları yok. akp'nin adaylarından bağımsız konuşuyorum, iki şehirde de %55'e %45 civarı bir sonuç bekliyorum. öyle başa baş falan da geçmeyecek seçimler. sadece izmir çekişmeli geçer. orada da ciddi bir aday koyması yeterli. akp'nin kadrosunda böyle bir adam var mı bilmiyorum ama mesela olmaz ya ali yerlikaya'yı bakanlıktan alıp aday yaptılar, izmir de gider. chp'yi yerel seçimlerde çok büyük hezimet bekliyor, çok büyük.(aktroll diye yaftalamadan önce lütfen geçmiş entry'lerime göz atın. )bu bakınız da burada dursun. lazım olur.(bkz: 2024 mart yerel seçimleri büyük chp hezimeti)",islatistik,05.01.2024 13:26,null
"deprem, kentsel dönüşüm filan diyorlar şaka gibi. ben de kanal istanbul diyorum. hadi bakalım.",quarantino,05.01.2024 13:27,null
(bkz: viktor krum),yellow flash,05.01.2024 13:29,null
ekremin çiğ çiğ yiyeceği ibb adayı,dieser,05.01.2024 13:30,null
imar affıyla yasal hale getirdikleri kaçak binaları şimdi yıkmamız lazım diyen bakan.,cift l li entellektuel,25.02.2019 10:28,null
murat burul olmasın o ?,edmondantesinkoylusu,07.03.2019 14:51,null
"doğru ata oynayarak bir yerlere gelip, konumunu birilerinin gözünde sağlamlaştırma yollarını, her fırsatta gözümüze sokan bakan.",aksam gozlu esmer,02.08.2019 19:07,null
temizlik ile ilgili bir farkındalık oluşturmak için denetimli serbestlikli mahkumlarla bir araya gelip çöp toplayacakmış. ancak gelin görün ki eline eldiveni giydiği zaman bakanların ziyaret edeceği önceden bilindiği için iyice temizlenen parkta çöp bulamamış. bu güzide bakanımız da sivri zekası sayesinde mahkumlar tarafından toplanan çöpleri çimlere yayıp öyle toplamış. tanım: bakan maaşı alıp bakan bakan.,karamanin koyunu,29.08.2019 19:36,null
bodrum'da destan yazan bakan.https://twitter.com/…tatus/1177882657935499265?s=21,constructive,28.09.2019 12:56,12:56
"o bıyık, o dudaklar... allah'ım hepsi mi aynı olur bunların!?!?bizi nasıl bir coğrafyada, nasıl bir döneme denk getirdin? bir önceki reankarnasyonda nasıl bir günah işlediysek mk?",akanabe,19.12.2019 12:40,null
"devlet olarak biz arsa toplamadık, ranta müsade etmeyeceğiz gibi boş beleş, saçma açıklamalar yapan bakan. köy kahvesinden dayının biri aynı cümleleri söylese, eşek yüküyle dayak yer.",senin pezevenk enisten,24.12.2019 19:17,null
(bkz: o zaman bahçenizdeki havuz da depremi tetikler),jotaro,26.12.2019 17:04,null
ekrem imamoğlu'nun dünkü iddialarına cevap vermek için basın toplantısı yapan bakandır. bütün iddialara yanıt vermeye çalıştı ama kanal çevresindeki yapılaşma iddiasını çok başarılı bir şekilde geçiştirdi. geçiştirdiği esnada 3d kanal sunumunda gösterilen kanal etrafındaki geniş orman bölgeleri ise gözleri doldurdu.ilave: (bkz: o zaman bahçenizdeki havuz da depremi tetikler),pageplant,26.12.2019 17:10,17:17
"seçilmemiş, atamayla göreve gelmiş birisi",kahverenk,15.01.2020 15:50,null
"ıbb başkanı olursa, bu duruma en cok kendisi sasiracak kişidir.kazanma ihtimali yok.akpnin imamoglu karsisina çıkaracağı adayi da yok zaten.",dieser,05.01.2024 13:31,null
fotosuna bakinca direk ayak kokusu gelen zat.,vengence,05.01.2024 13:33,null
genel seçimlerde eğer kuzeniyle evli olan dede aday olursa rte çarpar geçer diyen birisi olarak eğer kurum aday olursa imamson çarpar geçer.,mk8435,05.01.2024 13:35,null
kazanma ihtimalinin asla olmadığı şahıs. kendine başka makam buldurtsun.,at avrat sanat,05.01.2024 13:36,null
sivri bir açıklaması ya da akp içinde bir falsosu görünürde olmayan ve kanal istanbul tırıvırısı başta olmak üzere kentsel dönüşüm vb. projelerde bilinçli olarak öne çıkarılıp parlatılarak akp seçmenine zaman içinde beğendirilmiş bakan. reislerinin tek lafıyla kitle halinde hareket ettiklerini göz önüne alırsak imamoğlu'nu binali'den daha çok zorlayacak bir rakibin beklediğini söyleyebiliriz. üstelik imamoğlu basın yoluyla halkın gözünde bu kadar yıpratılmışken bir de. *aktroller ve oktrollere bu seçim kapışmasında başarılar. ben zp'li ve bilinçli bir seçmen olarak parti kendi adayını çıkarmadıkça oy kullanmayacağım.,turkiye 1923,05.01.2024 13:37,13:40
"neymiş efendim, kentsel dönüşüm vaadiyle kazanırmış. nah kazanır.11 il yıkılırken o bölgenin kentsel dönüşümü herhalde orospu çocuğuydu ki yapmadılar.aksine şu adama sırf şu yüzden oy atmam attırmam.50000 kişinin ölümünde dolaylı da olsa parmağı vardır. aslında rte , yıllara rağmen hala acemice hareketler yapıyor. kendisi de laz sayılır. bir lazı devirmek dünyanın en zor şeyi, çünkü öyle ya da böyle kabul etmek lazım mükemmel politika yapıyorlar amk.bizim millet hizmetten çok hitabete bakar. bu da murat kurum'da malesef yok.tabi imamoğlu fark atar diyemiyorum. hdp'nin konumuna bağlı. imamoğlu bu seçimi de kazanır ve genel seçimde yeni cumhurbaşkanlığı kendisine şimdiden hayırlı olsun.",quatermain,05.01.2024 13:47,13:49
chpyi artık sevmesem de ekremin açık ara kazanacağı bir seçim olacaktır.hiç abartmıyorum en az 10 puan fark olacaktır.başkan iyi çalıştı. partilerden bağımsız olarak çok destek var.,crosfitter,05.01.2024 13:49,null
bu abi şey değil mi 2024 yılında bile poşetin 25 kuruş kalması için mücadele veren abi. ne savunmaydı be kardeşim helal olsun oyum senin hshdhdj,kizarulight,05.01.2024 13:50,null
imamogluna gidecek oylar bolunecek olsa da bu adam kazanamaz,stn,05.01.2024 13:52,null
istanbul'a hayırlı olsun.,fulminated mercury,05.01.2024 13:53,null
umarım imamoğlu silindir gibi ezer geçer.arkası da cumhurbaşkanlığı olur zaten.,kolesistokinin,05.01.2024 12:12,null
victor kurum vs harry ımamoglu,biraz cakal azcik da saf,05.01.2024 12:21,12:21
imar affını getiren bakan olarak cb yardımcısı atanma ihtimalini oldukça yüksek görürken seçmen tarafından ibbb seçilmesini oldukça düşük ihtimal olarak buluyorum.,cift l li entellektuel,05.01.2024 12:21,null
"şehircilik bakanlığı (kendisinin çevre ile bir alakası yoktur) sırasında bile ekrem imamoğlu ile bir iki polemiğe girmeye çalışıp anında şapa oturmuş biriydi. en ufak siyasi zekası ve yeteneği yok, daha konuşamıyor bile. tam bir emir adamı, en fazla iski müdürü olabilecek şahsiyet. eğer aday olursa imamoğlu nefes almadan içinden geçecektir. inşallah olur. :)tiksinti verici davranışları var ama tevfik göksu ismi geçenler arasındaki en şansı yüksek akp'li aslında. imamoğlu ile ağız dalaşı yapıp polemiği tırmandıracak biri her zaman akp seçmeni üzerinde olumlu etki yapar, akp teşkilatının da çalışmasını sağlardı halbuki. böyle murat kurum gibi etkisiz elemanlar ile olacak iş değil. binali yıldırım bile kurum'a göre kat kat iyi bir adayken 2 kere erdoğan'la birlikte imamoğlu'na karşı yenilgi aldı. düşünün gerisini.",so far so good so what,05.01.2024 12:30,12:34
kılıçdaroğlu'nun bile erdoğan'a istanbul'da 52'ye 48 üstünlük kurduğu düşünülürse imamoğlu bu arkadaşı 60'a yatırır.,tncrmhmt,05.01.2024 12:33,null
iyi parti ve dem parti'nin kendi adayını çıkarması hâlinde ibb başkanı olma ihtimali güçlü olan siyasetçidir.,kamasor,05.01.2024 12:35,12:36
akp'nin istanbul'u sadece aday bazlı siyaset ile alması çok zor. kimi aday yaparsan yap imamoğlu'nun gerisinde kalır. ama ankara için durum aynı değil. akp milliyetçi kökenli güçlü bir adayla ankara'yı alır. muhalif emekçi kesimin çoğu kendisinden memnun değil. işten çıkıp eve ya da evden çıkıp işe gitmek zulüm insanlar için.,la hadi la,05.01.2024 12:36,null
"hak yemem, amma hakkımı da yedirmem diyip çatır çatır iki kere seçim kazanan birinin karşısında, cimhirbişkinim cimhirbişkinim, siyin cimhirbişkinim vizyonuyla ortada dolaşan biri olarak şansı yoktur. yakın bile geçmez.edit: bu arada yeri gelmişken yazalım, leblebi kafa bile istanbul'da 2. turda bizzat erdoğan'a 300 bin küsur fark attı. hayal görmeyin bence, çarşının hayal mi görüyorsun, yoksa rüya mı güftesinin devamını yazdırmayın zorla adama.",white knuckle tight,05.01.2024 12:43,12:50
"evet gerçekten vizyoner bir insanakp iktidarı ile yükselişe geçen bürokratlık ve özgeçmişinde 484 millet bahçesi yapımına başlanması, 365 bin sosyal konut yapılması başarıları olarak yazılmış.böyle başa böyle tarak çoohh vizyoner çoooohha bir de deprem bölgesinde uzun süre kalmış malum deprem allahtan, bakan olarak güzelce bakmış",komedifransez,05.01.2024 12:46,null
"imamoğlu bunu siler tükürür diyenleri anlamakta güçlük çekiyorum... türk insanının zekasını:)) hafife almayın, hele ki yakın tarihi hiç göz ardı etmeyin... seçimleri hatırlayın bakalım, misal kılıçdar için düne kadar %60 diyordunuz:))",sararmen,05.01.2024 12:47,null
kentsel dönusum icin geliyor. basarili da olur. en azindan muteahhit degil. basarili olacaginiz dusunuyorum. ama ekibi iyi degil. sayin kurum zamaninda cikarilan imar aflari korkutuyor. lakim ekonomik kriz sebebiyle secim sonrasi belediyeler sıkıntiya düsecek. super kupa macindaki suudi krizini de kentsel donusume bagliyorum.bazi verilere ulasamasak bile kentsel donusum gerekli. demokratik bir secim olsun ve kentsel donusum gerceklessin.,akrasos,05.01.2024 14:20,null
kazım karabekir'in torunundan “her şeye 15 temmuz'u karıştırmayın” diye fırça yemişti bi toplantıda aafafaggs,stevemcqueen,05.01.2024 14:20,null
allah affetsin suratindan iticilik akiyo,pressurevessel,05.01.2024 14:22,null
"eğer aday olursa, gelecek dönem istanbul belediye başkanı olacak kişidir.",deli herif,05.01.2024 14:23,null
imamoğlu kazandı o hâldeergün turan'ı akıl edemediler. herif fatih belediye başkanlığı'ndan önce murat kurum'un üstüydü.,paraoglan,05.01.2024 14:26,null
birilerini korku sarmış.,leyte,05.01.2024 14:28,null
"beklenen büyük istanbul depremi için kendisini seçmeniz gerekiyorsa bence de doğru düşünüyorsunuz. depremin ardından istifini bozmadan görevine devam edebilecek yegane aday olabilir. daha önce yapmışlığı var, deneyimli de.arkanızdan da iyi dua okutur, öyle bir izlenim veriyor.",evliya,05.01.2024 14:32,null
aday olması taktirde imamoğlunun işi zorlaşacaktır. kentsel dönüşüm vaatleriyle oyları topluyacağını düşünmekteyim.,ideal adam,05.01.2024 14:32,null
ekrem karşısında en ufak şansı dahi yok.,dordun altisi,05.01.2024 14:41,null
"ak-it'ler damlamış hemen de parlatılacak bir yanı bile bulunamayan renksiz bir adam.üstte bunlardan biri yazmış. neymiş, türkiye başkanlığı için ilerliyormuş.öncelikle o türkiye cumhuriyeti cumhurbaşkanlığı sayın vahabi köpeği.ikinci olarak rte sonrası o mevkiye aday biri olacaksa bile murat kurum denilen tip ilk 10'a bile giremez.eğer akp bu isme muhtaç duruma geldiyse zaten gemi batmak üzeredir.bu arada yerel seçimlerin en güzel yanlarından biri de partiler kadar isimlerin de önemli olmasıdır.ben aklı başında iyi parti ve zafer partisi seçmenlerinin de imamoğlu'na verme ihtimalini yüksek buluyorum.adam bunca yokluk ve engellemeye rağmen yapabileceğinin en iyisini yaptı.bir dönem daha fazlasıyla hak ediyor.",o son kadehi icmeyecektik,05.01.2024 14:47,null
eko için kolay lokma bence.,fotogrametri delisi,05.01.2024 13:56,null
"belediye seçimlerinde adayın kim olduğunun bir önemi varmış gibi imamoğlu karşısında şansı yok denen kişidir.sözlük'te neredeyse kimsenin hazzetmediği sarıgül bile imamoğlu denli oy almış oluyor mesela ittifaklar dahil edilirse.belediye seçimlerinde belirleyici olan da ittifaklara kimin daha çok ihtiyacı olduğu hususu. imamoğlu'nun ittifaklara daha çok ihtiyacı var. hdp tabanıyla ittifak gene kurulabilir de asıl belirleyici olan ittifak iyi tabanı ve oradan çıkacak farklı bir duruş imamoğlu oylarında iyi partinin istanbul oyu kadar düşme yaratmaz ama yüzde iki, üç düşme bile baya sıkıntı yaratır. chp ile hdp arasındaki bağlantı kaşınacaktır ve bu kaşımaya iyi parti kendi adayıyla girerse de chp tarafı pek bir çare bulamaz. seçim de muhtemelen kıl payı sonuçla bir tarafın lehine sonuçlanır. kk'nin verdiği zararları bu yerel seçimde de görebiliriz.",femmelette,05.01.2024 13:57,null
